,instruction_id,conversation_id,utterance,label
490,food-ordering-2,dlg-7fef4cd3-f4fb-462e-bdb3-78e1bba64cec,I am looking to order some food for takeout for three people and I'd like to order some breakfast burritos.,food-order
491,food-ordering-1,dlg-7ff3ff31-a804-4397-a5e6-7b07f64a0271,"Hey, I need to order pizza.",food-order
492,food-ordering-1,dlg-803c7940-3c70-4c80-b88f-cd7fc0787c4d,"Hi, I'm wondering if you could order some Mexican food for my girlfriend and me.",food-order
493,food-ordering-2,dlg-80468663-3313-4318-a487-15dbd7404b35,"Hi, I'd like to order some Greek take out for one.",food-order
495,food-ordering-4,dlg-806539f6-ccd2-4a46-96e9-bf869766eeea,"Yeah, you know what? I'd like to add two iced teas, as well.",food-order
496,food-ordering-1,dlg-8092f2bf-073e-4ccd-a3bb-d029dd2d2acc,I would like to order two large hamburgers.,food-order
497,food-ordering-2,dlg-80f3b314-cde5-4001-ba10-c544c6f1f0ea,I'd like to order take out sandwiches for one person.,food-order
498,food-ordering-1,dlg-8101efae-caa4-4022-afca-0a1f46b2266e,"Hello, I'd like to order barbecue chicken with fries.",food-order
499,food-ordering-2,dlg-811609a4-cfeb-4435-b705-fe3e563db337,"Hi, I was looking to order a breakfast burrito for takeout.",food-order
500,food-ordering-2,dlg-811dacb9-4dc2-42d3-b081-0bad23ecaeaf,Hello. I would like to make an order of breakfast. Can you help me with that?,food-order
501,food-ordering-1,dlg-81758263-f672-42e8-9b0c-7d1dc3c8e5dd,Hello assistant. I'd like to order some takeout food for three people and I'd like to order poke food.,food-order
502,food-ordering-1,dlg-81765fbc-c581-4e3a-8fe2-a1aaf8219a73,Hi. I'd like to take out some food tonight.,food-order
503,food-ordering-1,dlg-8195b2b6-fb5d-4f67-b5de-3109640a2799,"Yeah, I was wondering if you could help me to order some take out food for an Indian food.",food-order
504,food-ordering-1,dlg-81ae3ea5-e17d-4925-b06f-5ffbfe1661af,Hi. I want to order takeout for two people.,food-order
505,food-ordering-1,dlg-81be5c96-d7a1-4fff-8b05-96651787f4be,"Hi. Today, I need your help ordering food for takeout for one person. I'm looking to order some pizza.",food-order
506,food-ordering-2,dlg-822008cb-4b9b-49fb-afba-2c5eae76bdfc,Hello. I'd like to order sandwiches for one.,food-order
507,food-ordering-2,dlg-829d441d-ec38-4dc3-ab17-a274668dbd6e,"Hi Assistant, I'd like to order food for take out for one person. I just want breakfast burritos.",food-order
508,food-ordering-1,dlg-830ecf18-76b7-40a5-b638-67b7ba1a35a9,"Yeah, I'd love some burritos with a side order of refried beans, and a taco salad, and also a Diet Coke.",food-order
509,food-ordering-2,dlg-83570d8f-4089-4ef4-a0a3-c6e45d0d6762,I'd like to order a hot dog take out for two.,food-order
510,food-ordering-1,dlg-84886d49-fe1e-433c-a6f7-03f8a98c506a,I'd like to order Indian take-out for one.,food-order
511,food-ordering-1,dlg-84d4020c-a0e5-4240-b268-ee81bd548f7d,"Hi, I'd like to order 3 burritos.",food-order
512,food-ordering-2,dlg-84f107b9-60c8-4ac7-b0f4-fc7f14cb8134,"Well, I would like to order takeout Italian for one person.",food-order
513,food-ordering-1,dlg-852cf656-5a82-4975-85a1-940905603b46,"Hi. I need two orders of Aunt Chiladas. I want one beef, One chicken, No guacamole, No onions and no sauce on the side, please.",food-order
515,food-ordering-1,dlg-85c61362-4241-440d-8158-8a78bec12cb5,Hi. I'd like to order takeout.,food-order
516,food-ordering-1,dlg-85d0cd6b-3611-43fd-a974-65246551e5b7,"Hi, I'm looking for take-out for two people.",food-order
517,food-ordering-1,dlg-8632efdc-0c1f-4850-b3cb-13f861f130f2,"Hi assistant. I'd like to order some takeout food for three people. I'd like to order some Chinese food, please.",food-order
518,food-ordering-1,dlg-8638765d-f6b2-415c-b463-f97356d4b25b,I'm looking for some Indian food.,food-order
519,food-ordering-1,dlg-86414d59-5814-43b3-9d1b-b99da1255d46,I'd like to order a large chicken burrito for take-out.,food-order
520,food-ordering-1,dlg-86803750-e5f3-4be0-a0be-5a5d6d6c3883,"Hi. I'd like to order food for a takeout for two people, and i'm looking for Chinese food.",food-order
521,food-ordering-1,dlg-8699d02b-473f-4d2f-be8f-813e27c7d1bc,"Hi. I want to order takeout poke for one person, please.",food-order
522,food-ordering-4,dlg-86ab117e-0416-43eb-8ca1-cd0d0f917597,I'd like to order the same thing I ordered last week.,food-order
523,food-ordering-2,dlg-86b94971-69ec-465c-8957-64104ee94ea0,Hi. I'd like to order some take-out food for three people.,food-order
524,food-ordering-4,dlg-870801cc-cb81-4c92-ae32-f3f1c08b8165,Hi. I'd like to order some food from Crepes Fantastic.,food-order
525,food-ordering-4,dlg-870b8abe-9781-4bca-a666-8bd9de1335d9,I need your help in ordering food for takeout. I believe that I ordered a meal from Casa Sanchez and I'd like to reorder that.,food-order
526,food-ordering-2,dlg-8777e71a-ad9a-45ac-824a-027cd2fd0833,I'm looking to order take out for three people. I need to order some Greek food.,food-order
527,food-ordering-1,dlg-8791c225-c230-4f36-ad8e-52e38253e0a0,Hello. I wanted to order some poke food for takeout.,food-order
528,food-ordering-2,dlg-8818f367-a2ba-494d-a295-4e298f5117a9,"Hello, I'd like to order sandwiches for takeout, please.",food-order
529,food-ordering-2,dlg-882dd6fe-f64a-4896-a92a-dc522031f166,"I'm looking to order a take out for two people and my wife really likes great food, so can you recommend a great restaurant?",food-order
530,food-ordering-1,dlg-884234a9-e48d-4517-aeee-894901464089,"I would like to order food for take out for one person, and I want it to be a burrito.",food-order
531,food-ordering-4,dlg-89496b9c-87d9-4b70-9016-22b9cf0cef39,"Hi, do you remember the order I got last weekend from Casa Sanchez?",food-order
532,food-ordering-1,dlg-89bcd8f5-c9e4-4f76-bf4c-d4753154af52,I'd like to order a take-out from the Indian restaurant.,food-order
533,food-ordering-1,dlg-89e199d0-a817-4dc5-83ac-86c037eb3cc1,"Hi, I want you to take out order burritos for three people.",food-order
534,food-ordering-2,dlg-89eb8545-e10d-4b9e-9d0d-bbb4a1dda747,Hello Assistant. I would like to order a takeout for three people.,food-order
535,food-ordering-1,dlg-89ed84cf-ee14-4beb-b8fa-5f8484f7ce9f,"Hi, I would like to order some take-out.",food-order
536,food-ordering-1,dlg-8a025a64-ee55-414f-a582-e75ae96d7841,Hi. I was hoping you could help me to order a take out of Pokey for two.,food-order
537,food-ordering-1,dlg-8a157044-b31f-4e49-b9db-2b8228e22d2c,"Hello, I need help in ordering some food for two people. I wanted to order some barbecue food.",food-order
538,food-ordering-1,dlg-8a2bcd79-c7d9-4d28-9ae7-77aca5717e19,Hi. I need help in ordering a pizza today.,food-order
539,food-ordering-2,dlg-8a485aff-5fd4-4077-ae72-1ae0176137b1,"Hi, I was wanting to order some pasta take out for two.",food-order
540,food-ordering-2,dlg-8a74c3b0-c117-4f90-9537-fc17c903cfc0,"Hi, I need your help getting food for take out for two people. I'm interested in buying some pasta.",food-order
541,food-ordering-2,dlg-8aacbc36-0b1c-40d2-a96a-a1d166196f66,I'm looking for take out.,food-order
542,food-ordering-2,dlg-8ab4a6d8-1fff-40d6-8e0a-a33b4e3c1760,"Hi assistant, I need to order a take out for one person.",food-order
543,food-ordering-1,dlg-8b6bd6c7-8dd0-4086-9b7d-2dd013b732c7,"Hi, I am looking to order some Gyros.",food-order
544,food-ordering-4,dlg-8ba2e84f-4c28-498d-a792-43773d2fdde3,I would like to order the same meal from Sara's Pizza from the last week that I talked with you last.,food-order
545,food-ordering-1,dlg-8bb1eabd-70b1-45ce-97d2-706eb2a320bc,"Hi, I'd like to order a burger for one.",food-order
546,food-ordering-1,dlg-8be88c68-190a-4d28-8efa-1a529db307ca,I would like to order take-out for one person.,food-order
547,food-ordering-2,dlg-8bf6e475-4cc0-43ab-99bd-8bbcf9541d81,Hi Assistant. I'm ordering takeout. And I was hoping you could help.,food-order
548,food-ordering-1,dlg-8c3785af-1ba9-41b2-8dc2-1d895d4c6a43,"Hi there, I would like to order a take out for pizza for one person. I'm looking for a personal size pan pizza with sausage, fresh mushroom, onion, garlic and blended broccoli.",food-order
549,food-ordering-2,dlg-8c3d4487-6caa-411f-bb8c-3484e76334f8,"Hello, I'd like to order some pizza, actually, with green peppers, mushroom, and tomatoes.",food-order
550,food-ordering-1,dlg-8c405520-ea41-49be-aeec-7c21bb12d11c,Hi. I'm looking for take-out.,food-order
551,food-ordering-1,dlg-8c50ed06-68f7-45b0-a60f-8ddc66576a18,Hi there. I was looking to order some pizza for take out.,food-order
552,food-ordering-1,dlg-8ca3ed04-277c-46ad-89cd-6af6c6a359a4,"Hi, I'd like to order a barbecue take out for three people.",food-order
553,food-ordering-2,dlg-8ca752c0-87b8-4dc3-853a-dac8479e2a99,"Hi, I need to order some takeout for two people hot dogs.",food-order
555,food-ordering-2,dlg-8cc9d6c8-58e4-4e21-8a4b-6baab816017c,I would like to order free take out for one.,food-order
556,food-ordering-2,dlg-8cd938f5-5f70-4927-8204-3fdb116fc7df,"Hello, I need help ordering some take out food for two people.",food-order
557,food-ordering-1,dlg-8d64c957-c1e7-456c-b75e-d6b4bb9dfca2,Hello assistant. I'm looking to order Indian food for two people for takeout.,food-order
558,food-ordering-1,dlg-8dea5b2c-4d95-4552-92d9-c8164ab0d08d,"Hey, can you help me in trying to order Chinese tonight.",food-order
559,food-ordering-2,dlg-8df5ab10-7c16-4859-b242-8223e4c56be4,Hello. I'd like to order some Italian food.,food-order
560,food-ordering-2,dlg-8e3e4478-34e3-457c-a5ca-234f489e9de7,I'd like to order take-out for one person.,food-order
561,food-ordering-1,dlg-8e452a0c-080f-47fd-a669-7c8c33c85c4c,Can you help me to order Chinese food?,food-order
562,food-ordering-2,dlg-8f05ab76-958f-4c2d-a87b-0bdc624b45a3,Hello. I need to order breakfast burritos.,food-order
563,food-ordering-2,dlg-8fad1e80-ee2c-40aa-9907-3ee2bd47ed8e,"Hello, I'd like to order food for take-out for two people. I would like to order one roast beef sandwich with cheddar cheese and one pastrami sandwich with coleslaw on top.",food-order
564,food-ordering-1,dlg-8fc0e2ba-cf02-449e-b5b5-c8e7be513887,"Hi, today I need help finding food for three people. I'm looking for Italian gyros.",food-order
565,food-ordering-4,dlg-8fe0fb19-3027-4056-a418-bae656f14c67,"Hi, Could you bring up my last audio at Larry's Grill.",food-order
566,food-ordering-1,dlg-900d40f2-5f09-4451-aa50-711580e3a010,I'd like to order burgers for takeout.,food-order
567,food-ordering-2,dlg-90895ce1-dddb-4598-8000-475bbbe79daf,"Hi, I was wondering if you could help me order some Italian food for take-out?",food-order
568,food-ordering-1,dlg-90a01a4e-697d-44c2-986a-37c32fa24331,"I like to order barbeque take-out for three people, please.",food-order
569,food-ordering-1,dlg-90bdf6e8-a719-496d-bb6e-6ba3d189e6c3,"I'm looking to order take out for one person, please.",food-order
570,food-ordering-1,dlg-90f9c318-ebff-4ef1-91b7-5f82d88d7ae2,"Hi, I'd like to order a pizza for take out, please.",food-order
571,food-ordering-1,dlg-9175375c-225e-4ed0-89fa-796ceb37f749,"Hello, I'd like to order burgers for three people. One veggie burger.",food-order
572,food-ordering-1,dlg-920eb52d-2763-4eed-b97e-35b6d15827f5,I'd like to order food for take-out for three people and I'm looking for is Indian food.,food-order
573,food-ordering-4,dlg-92529017-943e-46c4-a5c7-06c5123144b4,Hi. Can you pull up my regular order from Casa Sanchez? I want to order the same thing I got last week.,food-order
574,food-ordering-1,dlg-9281ec49-f827-441d-b308-abc38c32f65c,Hi. I'm looking for takeout food for two people.,food-order
575,food-ordering-2,dlg-94606239-9b49-4735-ab0f-55ec928e6fc4,I would like to order take-out for three people.,food-order
576,food-ordering-4,dlg-947a0587-56a2-43d9-b415-b7f7d0e7f4b9,Hello. I need to place a reorder from Crepe's Fun Tastic.,food-order
577,food-ordering-2,dlg-94d3c570-08fc-460d-89f0-44743ef9e1e3,"Hello, I'd like to order some food for takeout for one person. I'd actually like to order some soup.",food-order
579,food-ordering-3,dlg-94efc218-9d00-4907-aab1-010b26008bd5,"Okay so, I was ordering for one and I would like chicken Parmesan with panna cotta for dessert.",food-order
580,food-ordering-1,dlg-9504baaf-fbf9-4fd7-8b52-328018e2f19c,"Hello, I'd like to order for take-out, please.",food-order
581,food-ordering-1,dlg-95163a26-2be0-4120-856c-bd3329818959,"Hi, I'd like to place an order for Poke.",food-order
582,food-ordering-2,dlg-9561f9ea-66ca-40c0-b1a5-ac65ae66aef4,Hi. I'm going to place a couple of takeout order for a couple sandwiches.,food-order
583,food-ordering-1,dlg-959118ee-a955-4563-bc1e-cb8373ba2d52,I'd like to order some takeout food.,food-order
584,food-ordering-4,dlg-961d383d-f720-4a05-b986-79d2895636de,"Hi. I'd like to order pizza from the same place I ordered pizza last time, Sarah's pizza.",food-order
585,food-ordering-4,dlg-96549f09-8b9d-4aa8-8463-f5903357d0dc,"Hi, can you bring up my order for Sara's Pizza from last week?",food-order
586,food-ordering-1,dlg-9660cb46-bc84-4854-af9b-9cd6be5854eb,"Hi, I'm looking to order barbeque food for takeout.",food-order
587,food-ordering-1,dlg-967c0f62-38c3-4357-bd1e-a56011a60e1c,Hi. I would like to order some food.,food-order
588,food-ordering-1,dlg-96a03207-cbba-4c06-b29c-271d9de6dcdd,I need to order take-out poke for three people.,food-order
589,food-ordering-1,dlg-973161bc-1891-4471-a247-8aa0ed96b2bd,I'd like to take out some Chinese food.,food-order
590,food-ordering-1,dlg-978e8ddf-4871-4571-aae2-7d588eb37de3,Can I get two medium pizzas?,food-order
591,food-ordering-1,dlg-97ad215c-1bdb-4aa1-9a61-4aef76be91c3,I want to order gyros for three people.,food-order
592,food-ordering-2,dlg-97f56635-09d9-4565-8d61-f54336145c2a,"Hi, I'd like some help ordering some food for take out, Greek food.",food-order
593,food-ordering-1,dlg-98d5bea4-0ba5-4c3d-b246-cb76f2adf67b,"Hi there, I want to order some takeout for three.",food-order
595,food-ordering-4,dlg-994de1d0-3e9c-4c5d-a296-3a9b75dc2051,"That's correct. I'd like to add one brownie, if that's possible.",food-order
596,food-ordering-1,dlg-996144d0-a21c-49b6-a569-111a51f1485e,I'd like to order out tonight. Order some take-out food Chinese.,food-order
597,food-ordering-1,dlg-99b2d4f9-9b21-432a-b002-300a1f1a4d8f,"Oh yes, I'd like Burrito for myself, please.",food-order
598,food-ordering-2,dlg-99b89992-07fe-427b-881f-4f958738ab99,"Hi, I need help ordering takeout food.",food-order
599,food-ordering-2,dlg-99d52ce6-9388-4ccc-b528-033b177b7d23,I'd like to order some takeout for two people.,food-order
600,food-ordering-1,dlg-9a168bf6-7150-44da-9a97-95c7e8007176,I would like to order take-out.,food-order
601,food-ordering-2,dlg-9a889de1-c207-461a-9b19-66834d03113f,"Hi, I need take out food for three people, I'm looking for soup.",food-order
602,food-ordering-1,dlg-9a9e5cb4-f8b3-4357-9e34-5f719994dbba,"Hi Assistant, I'm looking to order some take-out food for just one person and I'd like to order some Mexican food, please.",food-order
603,food-ordering-4,dlg-9a9ec9fb-9603-47bf-ac4e-bfe1764c6b9a,"Hi, I'd like to re-order from the same place I had last weekend.",food-order
604,food-ordering-2,dlg-9aa9f92a-ba0b-4c6c-9d6e-ce8ff892304b,"Hello, I would like to order soup for two people, please.",food-order
605,food-ordering-1,dlg-9b0299d6-c12a-4e16-bafd-a25a0e4fda85,Hi. Can I have Thai food for takeout for one person?,food-order
606,food-ordering-1,dlg-9b81eac8-47b4-403b-a595-5a31a93770bd,I'd like to order for two burritos.,food-order
607,food-ordering-4,dlg-9bddd9a7-bc8d-42c0-8043-9006ee19ae56,"Hello, I like to take out some pizza at Steers Pizza. I'd like to repeat my last order.",food-order
608,food-ordering-4,dlg-9c236663-c7dd-4413-8c73-8a007532100e,"Hi, today I need your help ordering food for take out. I ordered food last weekend at Casa Sanchez. I'm looking to reorder the same thing.",food-order
609,food-ordering-2,dlg-9c263e68-f6e4-46f2-86c4-08f4be685fc8,"Hello, I'd like to order Hot dogs for one.",food-order
610,food-ordering-1,dlg-9c600438-8b0e-4f3e-a372-730d4ea16fab,"Hello, I'd like to order burritos for myself and my wife.",food-order
611,food-ordering-2,dlg-9cc433e0-3346-4c8c-8f18-07934167e458,"Hello, I like to order takeout for three people please.",food-order
612,food-ordering-2,dlg-9d12af2a-be87-47cc-aae8-ed70c2d6d6a5,"Hi, I would like to order quick food for takeout for one person, please.",food-order
613,food-ordering-1,dlg-9d28dbe0-d48c-4521-83c3-8388aeec3110,"Hello, I would like to order a gyros for myself, Please.",food-order
614,food-ordering-2,dlg-9d371926-4125-48d4-8a90-0c1bc428a1d4,Hi. I want to place a takeout order for two people.,food-order
615,food-ordering-1,dlg-9d543995-1f1c-4cda-bd64-cc021497ac72,I am looking to order some barbecue for takeout.,food-order
616,food-ordering-2,dlg-9d57fac8-d59c-4d7a-bbc9-1f0e877711e8,I would like to order some kind of soup.,food-order
617,food-ordering-4,dlg-9de2fb88-a866-4584-864e-7f7e10b1e54e,"Hi, I wanted to reorder my order from last week at Larry's Grill.",food-order
619,food-ordering-1,dlg-9e2b40df-210c-471c-bb34-4c20942ee19c,"Hi, I'm looking for some Mexican takeout and I would like to order.",food-order
620,food-ordering-1,dlg-9e3ac8f2-009b-4e83-ba93-70e9b137d841,Hello. I'm needing to order a takeout for one person. I need to open some gyros.,food-order
621,food-ordering-1,dlg-9e83e91c-b243-474b-908d-81f26b01d8b1,"Hello, I need to order take out food for three people. I need a barbecue.",food-order
622,food-ordering-4,dlg-9f18d6c3-64de-4111-b1ca-611837c33750,"I'd like to place an order for takeout, please.",food-order
623,food-ordering-2,dlg-9f27d157-d404-43f1-8902-968f27030f59,I want to order some takeout for three people.,food-order
624,food-ordering-1,dlg-9f2b47d2-ab2c-4e5f-83e5-6203cbde7914,Hello. I like to order an Indian food to take out.,food-order
625,food-ordering-1,dlg-9f62b3b6-2e3b-41c6-838c-669724171116,"Hello Assistant, I'd like to order some take out food for two people and I'd like to order some gyros.",food-order
626,food-ordering-2,dlg-9fdb7b5b-2377-474b-ae35-ecd3e8536bb4,"Hi, I need to order takeout for three people.",food-order
627,food-ordering-1,dlg-9fe6abac-76bb-4225-b4c3-2bd24ffac744,I'd like to get two burritos for takeout. One regular chicken burrito and one regular bean burrito.,food-order
628,food-ordering-2,dlg-a035bcb6-79f1-46ce-8e7b-2eab0685913a,"Hello assistant. I'd like to order some pasta, please.",food-order
629,food-ordering-1,dlg-a03ed637-848a-4c40-ac1a-02aef9a045a1,Hi. I'd like to order some barbecue chicken and I'd like to have sweet and sour sauce on it. Can you help me with that for takeout?,food-order
630,food-ordering-2,dlg-a049a865-9422-4ada-bdbd-ac2d271dfcc8,"Hello Assistant. I'd like to order take out food for three people. Italian food, please.",food-order
631,food-ordering-4,dlg-a0616315-d0b6-4989-9363-93d979122fea,I would like to reorder a meal from Larry's Grill.,food-order
632,food-ordering-1,dlg-a0a7b2d5-3c85-499c-9721-4b427c5c8aee,"Today, I need your help getting food for take-out. I'm looking today to get some barbecue for one person.",food-order
633,food-ordering-1,dlg-a0e89e69-19fb-482c-b5f1-d7210ad9a386,"Hello Assistant, I'd like to order some takeout food for just myself. And I'd like to order some gyros, Please.",food-order
634,food-ordering-2,dlg-a1746f12-d163-411b-8c3d-69dfda6b6399,"Hi, I would like to order takeout for three, please.",food-order
635,food-ordering-1,dlg-a1ea2b46-a610-45cb-9272-ada01c9fde98,I would like to place an order for pick-up.,food-order
636,food-ordering-2,dlg-a217fa2b-401a-406c-b938-b225bfcc6840,"Hi. I was wanting to order Italian, takeout for two.",food-order
637,food-ordering-1,dlg-a2277db2-14e7-4f06-b3d7-75041f86f02a,"Hi, I am interested in ordering some poke.",food-order
638,food-ordering-2,dlg-a2492812-3636-43cd-b0d7-4e2b8018d778,I would like to order takeout for two people.,food-order
639,food-ordering-1,dlg-a25b6ff9-5dec-48ec-858f-9671cd035fe5,Hi there. I'm looking for food for take-out for two. I'd like to order some gyros.,food-order
640,food-ordering-1,dlg-a262b8bd-65a9-46d6-8eee-88bed636e9c4,I would like to order barbecue food for take-out for three people.,food-order
641,food-ordering-2,dlg-a2c5b0e5-6219-45cf-b44d-0e9e0233425d,I'm going to order take-out.,food-order
642,food-ordering-2,dlg-a2fa44ca-7a55-41fb-9aa3-a8ca72389926,"Oh, I need to order some food in particular breakfast burritos for two people.",food-order
643,food-ordering-1,dlg-a307b54f-786b-4511-b791-e3490562be92,"Hi, I'm looking to order some Thai food for takeout.",food-order
644,food-ordering-2,dlg-a319aa70-0d5b-43ae-bb94-ee2940f22238,I would like to order some Greek food for three people in take out.,food-order
645,food-ordering-1,dlg-a33825d3-b68f-4c25-8259-b3736eb85aa6,"I would like to order food for take out for two people, please.",food-order
646,food-ordering-1,dlg-a37cf51b-128b-432e-8475-201c54e960ae,"Hi, Today I need your help finding food for takeout for one person. I'm looking to order some pizza.",food-order
647,food-ordering-4,dlg-a38b2ca7-3ae1-47d0-8300-00bb73974c8b,"Hello, I'd like to reorder a meal from Crabs Fantastic.",food-order
648,food-ordering-2,dlg-a3aaeb8d-9656-4cbf-b774-d3353e100b64,"Hi, I'd like to order take out for a good breakfast burrito. For one person I don't know if I mention that.",food-order
649,food-ordering-4,dlg-a3c86456-257b-48a1-a8cd-ccf7e8b65a3c,"Hi, today I need your help ordering the same food for takeout that I ordered last week. I'm looking to order from Crepe's or Crepe Fun-Tastic.",food-order
650,food-ordering-1,dlg-a40bd763-bede-4481-aecb-21bda9c517ba,"Hello, I just need to order take-out food for three people. I need to order some pork food.",food-order
651,food-ordering-2,dlg-a417dfb7-6b9b-4f5d-abf0-a6f51a2d2556,I need to order food for takeout.,food-order
652,food-ordering-1,dlg-a482c775-4eb0-40ec-9a19-9893ee7a2bb5,"Hi. I need an order of fajitas. I want beef fajitas, no guacamole, no onions, beef enchiladas with no guacamole and then I need an order of beef enchiladas with a side order of refined beans.",food-order
653,food-ordering-1,dlg-a4a8677a-9a79-4cd5-9f1f-5e4c014b521b,"I'd like to order porkfish salad food takeout for three people, Please.",food-order
654,food-ordering-1,dlg-a4b954ae-d481-45aa-922d-15552a681dd6,I'd like to order burgers for two.,food-order
655,food-ordering-1,dlg-a4fa6c1f-51c4-43c6-bcee-c30e575de940,"Hi, can you help me with Chinese food for take out?",food-order
656,food-ordering-2,dlg-a578a6e1-860b-4f10-8923-a5c7c929cdf7,Hi. Today I need your help getting take-out for one person. I'm looking to get Italian food.,food-order
657,food-ordering-1,dlg-a57bb8e2-774c-4321-8959-3040160007bb,"I would like to order take out Chinese food for three people, please.",food-order
658,food-ordering-4,dlg-a63fff7d-6e21-41c2-9b21-0051dfc7ecae,"Hi, Can you pull up my last order from Sarah's Pizza? I want to get it again.",food-order
659,food-ordering-2,dlg-a67747d1-1406-4984-a7db-79604f15eaab,I need to order a food for takeout.,food-order
660,food-ordering-1,dlg-a698447e-6331-498f-87e5-fe0dbe9a7b5c,"Hi Assistant, I would like order some Thai food for just myself to takeout.",food-order
661,food-ordering-2,dlg-a6b818dd-bee6-437f-80d3-2a6f70b1c278,"I want to order take-out Italian for three people, please.",food-order
662,food-ordering-2,dlg-a6e32271-b29e-4496-a58d-adef58c83e21,Hi. I'd like to order some soup.,food-order
664,food-ordering-2,dlg-a765fbde-c923-4727-a03c-bf9d50fb969e,"I'd like to place an order for take-out, please.",food-order
666,food-ordering-1,dlg-a7aef7b4-4e34-4b93-9bda-c667a85570f3,"Hi, I'd like to order a poke bowl for one.",food-order
667,food-ordering-2,dlg-a8028ad4-9a84-4d80-b7bf-082f75e7bdda,"Hi, I'd like to order soup for two people.",food-order
668,food-ordering-1,dlg-a89314ef-25cf-46fb-9df1-71a83b5bdd34,"Hello. I'm looking for pizza, to take out for three people?",food-order
669,food-ordering-2,dlg-a929fe27-4973-4de3-9b95-a662ac91c37b,"Hi, Today I need your help. I Am planning to get food for take out for one person. I Am looking into getting hot dogs.",food-order
670,food-ordering-1,dlg-a984beb8-2fc8-40b8-8825-ace0465c7469,"I'd like to order take-out for one person, please.",food-order
671,food-ordering-2,dlg-a98c6225-b5ac-4e7f-bdb8-737643606275,"Hello, I need to order take-out food for three people and I need some soup.",food-order
672,food-ordering-1,dlg-aa38428b-e3c3-442e-8c3b-21cb63dcf2a9,I would like to order a Burrito.,food-order
673,food-ordering-1,dlg-aa61a904-0161-4227-acf8-d052c348c5e1,"Hello there, I need some help with a takeout order at a burger place.",food-order
674,food-ordering-2,dlg-aa833c54-10a1-4843-9554-60d87cce22e2,I'm looking to order pasta for take-out.,food-order
675,food-ordering-1,dlg-aa9d6c13-54ff-4876-9440-05aabedfc99b,"Hi, I want to take an order for three people.",food-order
676,food-ordering-2,dlg-aae56e2b-53b1-45c7-8704-93af73e3100e,"Hi, I like to get takeout for one person, please. I like to have one hot dog with mustard on it, I like a sauce onion rings and 2L Pepsi, Please.",food-order
677,food-ordering-2,dlg-ab19d00e-a5a6-4c6a-ad97-87710110eb3e,I'd like to order some soup for two people.,food-order
680,food-ordering-1,dlg-ab715c02-b477-4a26-891a-a1abfe638087,I'm looking to get some Chinese food.,food-order
681,food-ordering-1,dlg-ab724937-5bf6-4a18-b361-df6134767f9e,Hi. I'd like to order barbecue for two.,food-order
682,food-ordering-4,dlg-aba80b18-73bc-4fac-b220-7d4982949ced,I would like to reorder a meal from Krebs fantastic.,food-order
684,food-ordering-1,dlg-ac206fbb-b64f-40d1-8dcc-39a083d11eed,Hi. I'd like to order for three people.,food-order
685,food-ordering-1,dlg-ac3ff4b6-419d-4b68-9add-dad457805a58,"Hi, I was wondering if I can order some takeout food for three people.",food-order
686,food-ordering-1,dlg-ac7464c6-2d90-426d-8c6d-d5ad764819b8,"Hello. I need to make a carryout order for Indian food, please.",food-order
687,food-ordering-1,dlg-acaa7b8f-fdce-4df2-84d0-041ad1510237,"Hi, I was looking to order some pizza for take out.",food-order
688,food-ordering-1,dlg-acf5e3c0-f3ea-4aca-b3b5-b5f7cac32c70,"Hi. I'd like to order some Indian food for takeout for one person, please.",food-order
689,food-ordering-2,dlg-ad3284a7-8b1c-4511-a57e-2a76cfc0e0d2,"Hi there, I need to order hot dogs for three people for take out, please.",food-order
690,food-ordering-1,dlg-ae0c18dc-5585-4a5c-8d71-93427b306e8c,"Hi assistant, I'm looking for take out food and would like some burgers today, can you help me?",food-order
691,food-ordering-1,dlg-ae107848-49f5-46b3-a49d-aadfcd4c6097,"Hello, I'd like to order a takeout Indian food for one person.",food-order
692,food-ordering-1,dlg-ae61e98b-8b97-4d93-b998-57e020d2242a,"Hello, I'd like to order gyros for two people.",food-order
693,food-ordering-1,dlg-ae734ff1-9d9e-44f6-b09e-bbd68d98d985,"Hi, could you help me order some takeout for two people? I'm looking for a barbecue, and I'm specifically looking for ribs, both cow ribs, and pig ribs.",food-order
694,food-ordering-1,dlg-ae8455e1-4f62-4337-b1f8-0534133d5767,Hi. I'd like to order two poke bowls.,food-order
695,food-ordering-1,dlg-aef91b82-dee4-43da-9770-9f39cc84c644,I'd like to order two large double cheeseburgers.,food-order
697,food-ordering-2,dlg-afa22a5b-c653-4c90-8606-e823c1caef74,Hi. Could you help me with ordering takeout for three people?,food-order
698,food-ordering-1,dlg-afe71b2b-7e77-45d7-838d-8cbae0ce0de3,"Hi, I'd like to get a Chika for one person. I like Indian food.",food-order
699,food-ordering-1,dlg-b065bdcc-121a-4b8f-b6e5-ad8f3e0af6b2,I'd like to order some take-out for one person.,food-order
700,food-ordering-1,dlg-b0774baf-6cd9-4443-9bba-5e5025f05c1f,I am looking for some barbecue tonight.,food-order
701,food-ordering-1,dlg-b0e3d677-a414-4512-b34e-b110af425e28,"I'd like to order a takeout for three people. Some Thai food, please.",food-order
702,food-ordering-4,dlg-b12dfa49-c4af-4119-94b8-c6884138faed,"Hi, I'd like to re-order some take out food.",food-order
