instruction_id,conversation_id,utterance,label
pizza-ordering-1,dlg-4a2ad3e5-d369-4f75-be21-e1d58a8cde9a,"Hi, I want to order some pizza from Dominoes please.",pizza-order
pizza-ordering-1,dlg-4a8a2550-3f81-42fd-a464-0069b184a1f4,I'd like to order some pizza please,pizza-order
pizza-ordering-2,dlg-4a920a19-1a0d-4d33-a809-f562713d74c4,Can I get some pizza from Sarpino's,pizza-order
pizza-ordering-2,dlg-4aa6ec8a-3b12-44fe-a997-3cb2f04568b4,I would like to know if the local pizzeria can do half an half toppings,pizza-order
pizza-ordering-2,dlg-4aedc537-95dd-45ee-842e-ccca63fe8853,I want to purchase a pizza from dominos pizza?,pizza-order
pizza-ordering-2,dlg-4b06f0a7-44cc-4f90-bc7d-0e266f0a3945,I need to order a pizza to go please,pizza-order
pizza-ordering-2,dlg-4b137b58-559f-437e-8a47-7673787ece79,Can you pick me up a pizza?,pizza-order
pizza-ordering-2,dlg-4b2a6d9d-a852-4879-baed-65e69fc38477,I want you to call Pizza Land.,pizza-order
pizza-ordering-2,dlg-4b617635-9a37-416b-b973-bae983838cbd,Can I order a pepperoni and sausage pizza,pizza-order
pizza-ordering-2,dlg-4c1224f7-4b53-4c51-9b10-6ccb04728094,I'd like you to place an order for a pizza for me at Neil's.,pizza-order
pizza-ordering-1,dlg-4c1ba227-04a0-4975-a3f5-ed4e16926fdf,"Hey, I’d like to get a pizza ordered.",pizza-order
pizza-ordering-2,dlg-4c300f5c-794c-4017-bc1f-0a38de48a48d,Good evening.I would like to order a pizza from pizza hut.,pizza-order
pizza-ordering-2,dlg-4c5f138f-ec58-4c68-9a6a-304750aab231,Hi I'd like to get a pizza ordered for dinner from Austin Pizza,pizza-order
pizza-ordering-2,dlg-4c73411c-4e4f-4084-84ba-4a55bad45977,Hi I want to order a pizza from Little Pizza Paradise.,pizza-order
pizza-ordering-2,dlg-4ca67d5e-ae67-4805-bbe8-5c92cbbcb9fc,I require pizza. place a call for me. a pizza order.,pizza-order
pizza-ordering-2,dlg-4d0684cf-c77c-4fba-96a7-49e72a7bcaef,I'd like to order a pizza at Papa John's.,pizza-order
pizza-ordering-2,dlg-4d06e4c4-411e-46c4-ad95-3f0bc46e918c,Hello. I would like to order pizza from Pizza Hut,pizza-order
pizza-ordering-2,dlg-4d0e6930-5fee-49c0-9a29-c54e53e43f71,"I want to pick up a pizza on the way home, I'm too tired to cook. Can you order Channello's for me?",pizza-order
pizza-ordering-1,dlg-4d43961d-27e3-4f94-993d-5e1f5745e62c,"Hi, I would like to order a pizza from Roma pizza please.",pizza-order
pizza-ordering-2,dlg-4d46735f-16a3-48dc-96db-c2981c1ff05a,Would you order me a pizza to pick up on the way home?,pizza-order
pizza-ordering-2,dlg-4d6f6cc2-a25b-4512-8054-d39c5cad311a,"Hi, I'd like to order from Domino's Pizza for dinner with my boyfriend tonight.",pizza-order
pizza-ordering-2,dlg-4de34d22-78d8-4ace-8605-84282db29f73,"Hi there could I please order a pizza? Also, I was wondering if you deliver.",pizza-order
pizza-ordering-2,dlg-4e413b6c-cf95-4170-8129-f55cdd2156ad,"I would like to order a large pizza with sausage, black olive and extra cheese.",pizza-order
pizza-ordering-2,dlg-4e4875c8-b6bc-4c67-ad15-0ebee01ef584,"Hi, Can you order me a pizza from John's Pizza?",pizza-order
pizza-ordering-2,dlg-4e71c7f2-4970-44e5-8664-9144fe0574a5,I would like to order a pizza from cassano's.,pizza-order
pizza-ordering-2,dlg-4f0f9cfd-3f56-4821-8db3-bd60b23d5015,Can you order us a Large meat lovers pizza with stuffed crust?,pizza-order
pizza-ordering-2,dlg-4f11439e-da43-4e23-9629-796b9fce0615,I would like to order a pizza for pickup,pizza-order
pizza-ordering-2,dlg-4f1ab0e5-f053-4d28-9eb1-e7e433743bcf,"Hey, I'd like to place an order for carryout at pizza king.",pizza-order
pizza-ordering-2,dlg-4f1f5a9b-7bb6-46f7-a475-74abc910aa6d,"Hey, I'd like to order a pizza to pisk up.",pizza-order
pizza-ordering-1,dlg-4f42951a-8220-4e02-a7e4-18966f0de9ab,Hey can you help me order some pizzas from Papa Johns?,pizza-order
pizza-ordering-1,dlg-4f42e25a-a5cb-4e49-91cf-66cef976968d,I would like to order pizzas for lunch,pizza-order
pizza-ordering-2,dlg-4f539ffb-8cb9-48b2-8e3d-0bbe18c91729,Hey can you order me a pizza for tonight?,pizza-order
pizza-ordering-2,dlg-4f56b34f-7ad6-4a1e-9759-2594f758af96,"hey, can you order me a pizza",pizza-order
pizza-ordering-2,dlg-4fa089f6-e37e-4567-ab48-621d392b3413,"Hello, my name is Sammy Hunt and I'm calling to order a pizza in the Harrisburg, Pa. area.",pizza-order
pizza-ordering-2,dlg-4fa9c06d-46f7-4143-bc3c-8b341ccb3828,"Hi, I'd like to order a pizza from Papa Johns.",pizza-order
pizza-ordering-2,dlg-4fc7da5b-2f38-4df1-83ac-a9cbd1d872f5,"John, order a pizza for me from Dominos",pizza-order
pizza-ordering-2,dlg-4fc9ad57-d259-4451-9ee4-0c70b4e624e6,Order me a pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-4fe6eb48-9a4f-4b44-96db-02b083881a78,Hey! I'm in the car on the way home and I wanted to know if you could please order a pizza from Ray's on 7th avenue?,pizza-order
pizza-ordering-2,dlg-4ff1c15c-c74b-4fbc-a295-2c89ebead009,"My friends are coming over for game night, so I need to order some Domino's.",pizza-order
pizza-ordering-1,dlg-500c0eee-01ce-4705-822f-520b0e926b27,"Hey, I want to order about eight pizzas from Round Table.",pizza-order
pizza-ordering-2,dlg-50597b3c-ba39-4e7c-95e5-2f98b5d65ff6,I WOULD LIKE TO PLACE AN ORDER WITH DOMINOES,pizza-order
pizza-ordering-2,dlg-505af062-e6b9-4b88-b27d-64173d210bd9,"Hello, can I order a pizza from Dion's please?",pizza-order
pizza-ordering-2,dlg-50817524-99d0-4d34-89e1-50e28836d600,"Hi, I would like to order a pizza for dinner tonight",pizza-order
pizza-ordering-2,dlg-508608a6-96b2-4a6e-b185-b351711101e0,"Hi, I am thinking about ordering pizza for our lunchtime meeting tomorrow from Regina's pizzeria",pizza-order
pizza-ordering-2,dlg-50ca515f-fe16-41e0-9695-572bc0bf7d73,Is Gino's open today?,pizza-order
pizza-ordering-1,dlg-50ef30de-1a3c-4df2-b16e-ba4f1fb7c5d2,"Hey, can you do me a favor and order pizzas for the party?",pizza-order
pizza-ordering-2,dlg-513810a6-57df-4706-98ea-65c4d111b832,Hey I'd like to place an order for pickup,pizza-order
pizza-ordering-2,dlg-51565932-d418-4c87-9b40-1681467123ca,I'd like a large pizza from Evan's.,pizza-order
pizza-ordering-1,dlg-516d9d04-f139-44eb-ba8e-78e55e834ca4,Hello I would like to order some pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-51a68149-3765-44dd-bdcf-d60b4b898345,"Hi, can you order a few pizzas for me?",pizza-order
pizza-ordering-1,dlg-51c3a93a-07d0-4a2e-9e47-00ded52619c5,Hi. I'm in the mood for pizza.,pizza-order
pizza-ordering-2,dlg-51e7d2ff-51ad-40d1-9ba4-0157e4e06be4,"Hi, I'm in the mood for pizza.",pizza-order
pizza-ordering-2,dlg-5237564f-a762-4f17-a414-f6ef2c3f04dd,"Hello there, I would like to order a large Pepperoni Pizza from Pizza Hut.",pizza-order
pizza-ordering-2,dlg-52378a42-a928-4b4d-a7ba-c07d7e680dba,Hey Pizza Hut I would like to order a pizza to go.,pizza-order
pizza-ordering-1,dlg-52532876-3ade-4acc-a5f0-c5f0231d9466,I want a pizza from Domino,pizza-order
pizza-ordering-2,dlg-529d0965-0c8e-4525-ada1-ea2a1ebbdc82,Hey man ,pizza-order
pizza-ordering-1,dlg-52ac6fba-7f1e-421f-b622-3b5d9b576532,"hi, i'd like to order a pizza from ",pizza-order
pizza-ordering-2,dlg-52c2af63-fe4e-424e-b846-6093041f93f7,"Hi, I would like to order two large pizzas to go.",pizza-order
pizza-ordering-2,dlg-530653ee-b2e4-47ca-8b96-e8e5e4da5df6,"Freddie. Since I'm new in town, can you recommend some mom and pop pizzerias?",pizza-order
pizza-ordering-2,dlg-53744fdc-2967-4925-bed4-b317ca66e8b0,"I do not like pizza sauce, do you have other sauce options?",pizza-order
pizza-ordering-2,dlg-53acc32b-1237-4751-8085-c242e3ed32ae,"Hey, could you order me a pizza to pickup from Marinara's?",pizza-order
pizza-ordering-1,dlg-53e9d9ee-8d69-47a3-824a-f6ecac0dedeb,Hi I'd like to order a few pizzas from Jim's Pizzeria.,pizza-order
pizza-ordering-2,dlg-5417ad2d-4aa5-45da-9bcc-8dd7b1f96fdb,I'd like to place an order from Pielogy.,pizza-order
pizza-ordering-2,dlg-549454e7-425d-4f08-aef2-f177042ffec2,"Hello, can you please pick up a medium hawiann pizza from pizza hut?",pizza-order
pizza-ordering-2,dlg-54992ec4-6264-42b9-ad15-6fa799369ee8,"Hi, I'd like to order a pizza from Bertuccis.",pizza-order
pizza-ordering-1,dlg-54df8faa-27a4-455f-b8ac-a77b5b9b7b81,"Hello, my name is Sally Shultz and my phone number is 717-485-5555. I'm calling to place a pizza order.",pizza-order
pizza-ordering-2,dlg-54eb1fdc-2e0e-47a1-b217-ca8562b90e95,I need to order a pizza.,pizza-order
pizza-ordering-2,dlg-5504e85c-c3da-42ec-8eef-ff88f016487c,How late is Papa Johns open for carry-out?,pizza-order
pizza-ordering-2,dlg-55056fd0-a726-45ed-888f-279f92873961,I'd like to place an order to Dominos,pizza-order
pizza-ordering-2,dlg-55239cf7-f748-4c48-ba51-82226121fc71,I want to order a pizza from the place I normally go to near my office.,pizza-order
pizza-ordering-2,dlg-55817f7a-0dac-4699-a11d-56e2e3e2ada5,I would like a pizza from Dominoes.,pizza-order
pizza-ordering-2,dlg-55b59c52-ca39-4d08-96c4-a05486b4742f,"Assistant, please order me one pepperoni and onion pizza from pizza hut.",pizza-order
pizza-ordering-1,dlg-55d51dba-15ef-442b-aaac-c81ff9d76f42,place an order for pizza,pizza-order
pizza-ordering-2,dlg-55f502f3-f476-4f18-b40c-9db5650586e4,"Hey assistant, I'm having a party and need 2 pizzas.",pizza-order
pizza-ordering-2,dlg-55f807d1-2ced-410a-a38f-eb4445200b2a,We want a pizza tonight from Pizza Express.,pizza-order
pizza-ordering-2,dlg-561e0504-9f90-4c70-bc82-8e577b5d9acd,"Hi, I'd like to place an order for a pizza.",pizza-order
pizza-ordering-2,dlg-5677ffe7-2833-49a6-87bd-afdc73a6324d,"Hey, can you order me a pizza from Three Countries Pizza?",pizza-order
pizza-ordering-1,dlg-56deade2-6760-4ad0-8b0c-ecd34013ce80,"The sales meeting is going to run over tonight, can you see about getting some pizzas from Bertucci's?",pizza-order
pizza-ordering-2,dlg-571d975c-d38f-4a6d-a798-246f588b442e,Hello. I want to order a Pizza Hut pizza.,pizza-order
pizza-ordering-1,dlg-57831c8f-959b-45f2-b6cc-b92267218799,"Hey! Hey, Linda, thanks for answering. Do you think you could do me favor? I'm heading into the city and would like to pick a pizza up at Savage.",pizza-order
pizza-ordering-1,dlg-57c2c362-da9e-49bb-9bf3-bca50df1ad05,I need 3 large pies from Master Pizza for the Super Bowl Party I am having. How much will that cost me?,pizza-order
pizza-ordering-2,dlg-57db55e4-33a5-4ec1-84ce-ee9e718eb9e2,Hey can you put a pizza order in for me online?,pizza-order
pizza-ordering-2,dlg-57dd171a-9e32-4e2c-93f4-5f7377399ab5,Can you get a pizza order going from Giorgio's pizza?,pizza-order
pizza-ordering-2,dlg-58402ee8-e52d-478b-860f-d331dab80f10,Hey I want to order a pizza from Papa Johns,pizza-order
pizza-ordering-1,dlg-587ee4a4-b891-4b90-8027-e0e8df8196ef,Hello [Assistant]. Could you place an order with The Pie To Go for me?,pizza-order
pizza-ordering-2,dlg-58e0b570-deee-41a0-983b-6e75e7220dc8,I am craving a papa john pizza,pizza-order
pizza-ordering-1,dlg-58e43803-fc18-456f-b759-36ac0327189f,I want to order a pizza from Cosaro's Pizza in Kingsburg.,pizza-order
pizza-ordering-2,dlg-590296f4-b357-47c9-bd26-bc87d74d7741,"Okay Google, can you find me the closest Papa John's",pizza-order
pizza-ordering-2,dlg-59238f88-6f6b-426e-87fb-8f554cc4b564,I want to order a pizza from pizza hut.,pizza-order
pizza-ordering-2,dlg-5927bc02-a548-4bb2-8c48-95e6b7223f36,"Hello, I would like to order a pizza for pickup.",pizza-order
pizza-ordering-1,dlg-592bc3e8-bd62-46d5-aa40-7a7d39b84c6b,I'd like two hawaiin pizzas please,pizza-order
pizza-ordering-2,dlg-59844b3f-defa-41d1-a744-6861de139ec6,I'd like to order a pizza from my favorite place.,pizza-order
pizza-ordering-2,dlg-59b8a347-e200-4618-812a-2da07b73a675,I would like to order a pizza from Eno's in dallas.,pizza-order
pizza-ordering-2,dlg-59c67685-4bbf-4fc8-9158-1e8ce5542a9e,"Hi, can you please order me a couple pizzas when you get a chance.",pizza-order
pizza-ordering-2,dlg-59ef807b-37f6-466c-bcb4-a47b99a76e1c,"Hello, I'd like to order a pizza for a family dinner.",pizza-order
pizza-ordering-2,dlg-59f4c7bf-f6f4-41f9-bc2a-a148e516f409,"Hello, do you mind ordering me some pizza from Domino's?",pizza-order
pizza-ordering-2,dlg-59f697ab-a628-4cae-9fe7-b2ee10f97509,"Hello, my name is Jessica Smalls and my phone number is 717-395-2222. I'm calling to order a pizza.",pizza-order
pizza-ordering-2,dlg-59fe46c7-fee0-442f-97d9-4190a501ca88,I would like to order a pizza from pizza hut.,pizza-order
pizza-ordering-2,dlg-5a0c8673-f752-493e-bac5-611212377843,"Hi, I'd like to order a pizza from Rosati's.",pizza-order
pizza-ordering-1,dlg-5a6fc030-3df9-4983-bf20-f29bde2b590f,Hey can you do something for me,pizza-order
pizza-ordering-2,dlg-5a8149af-d61e-47c6-98da-da58c3c2725b,"Hey, I could really go for a pizza right now. Any suggestions?",pizza-order
pizza-ordering-2,dlg-5a83a7d6-935d-4603-8222-9ddbb55bcf56,Hey Michelle! Could you call Crawford’s and order a pizza for me?,pizza-order
pizza-ordering-1,dlg-5aa81f57-4a78-439d-8862-7c523ee786f9,I want to order a pizza from Tommy's Pizzeria.,pizza-order
pizza-ordering-2,dlg-5b1e2047-32a2-403e-abd6-839504d0195f,"Hi, I would like to order a medium pizza",pizza-order
pizza-ordering-1,dlg-5b1e3213-6787-400b-bde3-0ca6277e478b,I want a large double sugar. ,pizza-order
pizza-ordering-2,dlg-5b2d6ead-7de5-4262-84df-6bae798da0e5,"Hi, can you stop and order us a pizza for lunch?",pizza-order
pizza-ordering-2,dlg-5b803b2c-874b-452a-a8bd-8e1b11589470,Hi there. I'd like to order some pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-5be9f2c3-44a9-47b2-a134-8a9b30a124cf,I want to order a Pizza from Peter Piper Pizza,pizza-order
pizza-ordering-2,dlg-5c0bd146-93e8-4ac4-a896-f86853d0b740,I want to put in an order from Donato's,pizza-order
pizza-ordering-2,dlg-5c0e559b-875f-45a2-884a-24cff5ef20de,I need to order a pizza from Jets in Nashville to pick up.,pizza-order
pizza-ordering-2,dlg-5c1be92e-38a0-44e2-954a-b4938aa7bfcb,Hey is Domino's open,pizza-order
pizza-ordering-2,dlg-5c5b3941-24a0-4136-bdd8-9491507649b8,I Need you to order me a Pizza.,pizza-order
pizza-ordering-2,dlg-5cd31b9d-a41e-4671-a873-f30258f49e95,"Hello, I want to order from Russo's.",pizza-order
pizza-ordering-2,dlg-5d3c40ec-e61e-4a8f-93ce-659a364c9b78,"Hey, I would like to order two pizzas",pizza-order
pizza-ordering-2,dlg-5d400480-24ab-4777-9709-92a3111ea4cf,I would like for you to order a large pizza from Stone Oven Pizza.,pizza-order
pizza-ordering-2,dlg-5db4e616-6580-406e-915c-43c7d771ff44,"Hey John (assistant), can you order me a pizza for when I get to the office in 30 minutes?",pizza-order
pizza-ordering-2,dlg-5db9028f-f76b-4eaf-9c42-de38caae4035,"Hi, I want a large pizza from Dominoes.",pizza-order
pizza-ordering-2,dlg-5dbb66eb-8a7f-4b54-93b5-bf4339025783,I will like some Dominoes Pizzas,pizza-order
pizza-ordering-2,dlg-5e2dbf6c-fa8a-4845-a2d4-fa3094a301dd,I need to order a pizza from Chapos Pizzeria,pizza-order
pizza-ordering-2,dlg-5e72e4ec-d965-472d-8357-05c80ca54e32,I want some pizza for dinner.,pizza-order
pizza-ordering-2,dlg-5e77d89f-db78-47e9-a1be-6f7c1613a75b,"Hilary, please order me a large pizza so that me and my ""boys"" (my subordinates) will have something to snack on while we stay late here tonight at the office and finish a remaining task.",pizza-order
pizza-ordering-1,dlg-5e846a8a-e4d0-4014-9dfb-8ed2d73b41ec,Hey assistant! I need to get a couple of pizzas from Si-Pie.,pizza-order
pizza-ordering-2,dlg-5e8f1dcd-902e-4eea-acb9-ea6ac87acf4f,Hello I would like to order a pizza from pizzzas pizzaria,pizza-order
pizza-ordering-1,dlg-5ebd9336-bb8c-47bf-bee8-a3c3ca50501a,"Hello, I’d like to order a pizza, please.",pizza-order
pizza-ordering-2,dlg-5ec5e846-a95d-4ff6-bb31-2069cc4136a7,Hey! Can you order a couple pizzas from Martha's tonight? I'm having some friends over later.,pizza-order
pizza-ordering-1,dlg-5f6fa53d-5ddc-455e-b8e4-2d0a3f5e6d6e,Hello assistant I need to order a few pizzas for a party.,pizza-order
pizza-ordering-2,dlg-5f7a38b4-c2d6-46c6-9cd2-6e0f871b9cb0,"Hi, I'd like to order a two-topping pizza from Dominoes.",pizza-order
pizza-ordering-2,dlg-5fa23b53-6659-48e2-b032-0f8b6a8982c9,Can I order a Pizza from Dominoes?,pizza-order
pizza-ordering-2,dlg-5fbd5714-2271-406b-8690-0e7f333d3889,Hi. Can you order me a pizza at Domino's?,pizza-order
pizza-ordering-2,dlg-5fc5db69-5014-4065-b811-09a1c0b2f573,"Hi, can you place an order at Ruby's Pizzeria?",pizza-order
pizza-ordering-2,dlg-5ff2fea6-21f7-4e5d-aa3f-69df2c2c8087,I would like to order a pizza from Papa Jims Pizza,pizza-order
pizza-ordering-2,dlg-60a3186d-c913-4d97-aa86-7785bca910d9,I need to order a pizza for pick up please.,pizza-order
pizza-ordering-1,dlg-60c62ec5-e4c2-45d3-b609-7c8b44e6de34,Hello I need a pizza please from Cassano's.,pizza-order
pizza-ordering-1,dlg-60cfa741-5e61-4059-bd85-f89cb2c11a9b,"Hi, I'm on my way home and I want to pick up some pizza. Can you put that together for me?",pizza-order
pizza-ordering-2,dlg-61491928-57a0-4814-a930-cc6c66ac8a87,"Hey, I want to order a pizza from pizza hut for delivery.",pizza-order
pizza-ordering-1,dlg-6151bfdc-d9db-495b-bf38-e5be06edbd01,"Hi, can you give me a hand ordering some pizza for dinner?",pizza-order
pizza-ordering-2,dlg-61e365d6-7b04-4f0b-bb60-be7cdb4e00c7,"Alexa, please order a pizza from Leone's Pizza",pizza-order
pizza-ordering-2,dlg-624f9289-fea3-4839-a2a5-6d270d17c403,Hey can you order a pizza from Papa Johns?,pizza-order
pizza-ordering-2,dlg-62736ce6-9ce0-4f17-bc96-e94e2e2b2d3e,"I want to get a pizza with half mushroom, half onion, and ranch crust.",pizza-order
pizza-ordering-1,dlg-629613cf-fd15-4756-926c-fbfc6820bfd5,Can you place an order for pick up at Barry's Pizza?,pizza-order
pizza-ordering-2,dlg-62aac873-7dd9-4798-a396-df9edd092c12,I want to order a pizza,pizza-order
pizza-ordering-2,dlg-62b75a6f-4188-4b49-b2ef-74ff01656ee8,I need you to call and order me a pizza.,pizza-order
pizza-ordering-2,dlg-62ee8271-b28f-4b2c-a71b-6af8465624b2,"Assistant, I need to order a pizza.",pizza-order
pizza-ordering-2,dlg-6308d960-819f-49d7-b28f-fb612d88737d,"Danny, Can you call and order a pizza from Sal's Pizza in La Verne?",pizza-order
pizza-ordering-1,dlg-6319f7de-255a-499b-a5e1-a0db2b394ede,Hi my name is Linda and I would like to place a order for pizza.,pizza-order
pizza-ordering-2,dlg-6348110f-ae5f-4d97-9896-840d11d101ae,I'd like to order a pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-634c5f82-0ac6-4c44-b980-f07e4f501ba0,"Hey, my family wants to eat pizza for dinner tonight.",pizza-order
pizza-ordering-2,dlg-638283ee-8196-435d-8c93-d18e05ae9896,Hi there. I'd like to order a pizza for this evening. Can you help?,pizza-order
pizza-ordering-1,dlg-63cdea97-6d66-4a6f-a9fa-b642caaeb4bb,I want to order a pizza today.,pizza-order
pizza-ordering-2,dlg-63f2364b-056b-4455-be9e-34214c6ae13d,"hey, do you guys want to get a pizza?",pizza-order
pizza-ordering-2,dlg-63fedfe7-5162-4afd-b5ca-218a4a68da9f,"Can you order a couple of pizzas for me from Papa John""s today?",pizza-order
pizza-ordering-1,dlg-642da924-4894-4c64-b8ce-bd46c2d73091,Can I order a few pizzas from Papa John's?,pizza-order
pizza-ordering-2,dlg-6465347a-1ae7-400d-9269-7606a5a4ab86,I want to order a pizza from papa john,pizza-order
pizza-ordering-2,dlg-6476bfd6-1a9c-4aa4-a3ef-fc7a111092b5,Id like to order a pizza from Antonios. Are they still delivering?,pizza-order
pizza-ordering-1,dlg-6478058d-b345-4efe-92af-1f88ff5aef55,Can you get me latta from starbucks please,pizza-order
pizza-ordering-2,dlg-6480c031-80a9-4e69-b118-287607c524d7,"Hello, I would like to order a pizza",pizza-order
pizza-ordering-1,dlg-648933b9-81bd-47ee-9de3-bfe70ed10d52,I'd like you to order some pizzas for my family for dinner from Dominos.,pizza-order
pizza-ordering-2,dlg-648ee406-1ba4-41ce-9289-f5d86e6c5a01,I feel like a pizza from PIzzeria Davlo tonight.,pizza-order
pizza-ordering-2,dlg-64b93fc5-1849-4699-9ead-293fd333c5e4,i would like to order a plain cheese pizza,pizza-order
pizza-ordering-2,dlg-6566ccd5-305f-4390-aba4-d34e12f5c46b,"Hi, I'd like to order a pizza from Costco.",pizza-order
pizza-ordering-2,dlg-658592e0-e9a8-4340-84d7-3188a7d7c981,"Hello, I want to order a large pizza.",pizza-order
pizza-ordering-2,dlg-658a58be-3116-42a4-a571-9ae8ab84f564,"Hi, I'd like to have a pizza delivered. Just wondering, do you have any specials today.",pizza-order
pizza-ordering-2,dlg-65c44788-2224-41f6-939b-4467e956f0c7,Im wanting to order Pizza ,pizza-order
pizza-ordering-2,dlg-65ca5f46-8bb2-4385-aba5-4f805822723d,Hi I wanna get a pizza,pizza-order
pizza-ordering-2,dlg-65d8dce2-52e5-4f1e-9b4f-dc888d03180c,"Hey, can you order me a pizza for lunch today.",pizza-order
pizza-ordering-2,dlg-65db218e-ea3d-4a68-b61e-bb60ef28b14e,"Hey, I'm thinking about ordering a pizza, can you help me out while I'm working?",pizza-order
pizza-ordering-2,dlg-660a1f6d-62af-409e-aba0-956e4a2803a2,Hello Kenneth,pizza-order
pizza-ordering-2,dlg-6636b693-5da2-48ea-9fa2-ca88668b7de3,Can you please order some pizzas for tonight's meeting? ,pizza-order
pizza-ordering-2,dlg-6636dab4-a6ef-4bb4-8206-8316b8185046,"Hey, I need you to order a pizza for me from Marco's.",pizza-order
pizza-ordering-2,dlg-66754882-4492-4542-8a54-24aeac03cf66,"Hey, do you think you could place in an order for some pizza from Brooklyn's?",pizza-order
pizza-ordering-1,dlg-6683d38c-2e66-4e4e-95c2-476910738052,I'd like to order two pizzas from Domino's Pizza,pizza-order
pizza-ordering-1,dlg-671e6318-5a60-46d8-9eab-c59c9cbef18d,I want to order a pizza from Eureka,pizza-order
pizza-ordering-2,dlg-673b8364-7631-423c-bf94-d1a91b0e3322,"Hie, I was wondering if you can order me a pizza for pick up? ",pizza-order
pizza-ordering-2,dlg-67a132a9-c331-4b15-b617-0c2b47cab57f,I would like to order a pizza from pizza hut,pizza-order
pizza-ordering-2,dlg-67cc2af4-75d5-4ad3-821f-94b2e6826acf,"Hi, I need you to order me a pizza from Anthony's Coal fired Pizza in Stony Brook.",pizza-order
pizza-ordering-2,dlg-6855f486-91be-462e-a377-3620080db0c0,I want to order a pizza for pickup from Windy City Pie.,pizza-order
pizza-ordering-2,dlg-68d6d39c-e719-4eca-9069-3dba22c13ee3,Can you please order some pizzas for tonight's meeting?,pizza-order
pizza-ordering-2,dlg-68fca98f-0698-4092-bb68-0b574e656e67,I'd like to order a veggie double crust pizza from Oley's,pizza-order
pizza-ordering-2,dlg-69335fe5-6804-4c63-9c57-47b7476dea18,Can you order me a pizza from Domino's?,pizza-order
pizza-ordering-2,dlg-693f978d-2761-4070-8168-914934881096,I think I want a pizza from Domino's,pizza-order
pizza-ordering-2,dlg-6961de0a-159e-46e1-9252-0c64ca30a9b4,Hi. I'd like for you to place me an order for a large pizza from Papa Johns.,pizza-order
pizza-ordering-2,dlg-6983804d-950e-494d-872f-e1e839445d0a,"Hey, can you order me a pizza from Papa John's? I'm having a buddy over tonight, and I think we both want pizza.",pizza-order
pizza-ordering-2,dlg-6a02bc40-8883-4930-856d-29407a482d2c,"Hi, can you order a pizza for me from Mellow Mushroom?",pizza-order
pizza-ordering-2,dlg-6a466341-7596-406d-83a2-be97ce9c2f99,"Hey, could you place an order for me at Papa Johns?",pizza-order
pizza-ordering-2,dlg-6a7edacb-79dd-458c-989f-8671573c5b66,I would like to order a pineapple and cheese pizza please,pizza-order
pizza-ordering-2,dlg-6ac3826a-d0ed-4058-91b8-a776924d1373,"Hi, I would like to order a pizza at Valentinos in Los Alamitos.",pizza-order
pizza-ordering-2,dlg-6adf9890-c0a6-4322-bca4-2b50f81f3442,I'd like to order a large Pizza from Papa Johns,pizza-order
pizza-ordering-1,dlg-6aee3ac1-e18f-45f2-9795-f98c6244a5de,Hey can you order me a pizza from Domino's?,pizza-order
pizza-ordering-2,dlg-6b403a83-f631-43a1-8c16-26a7cc5f38e0,"Hey, can you order a pizza for me from my favorite pizza joint off the main highway?",pizza-order
pizza-ordering-2,dlg-6b4a35ab-fe52-4dbf-986e-eb28ef7563e3,Order me a pizza from Papa Johns.,pizza-order
pizza-ordering-2,dlg-6b735247-0559-44e9-9c80-c47ac16495ec,"Hello, I need your help!",pizza-order
pizza-ordering-2,dlg-6bb0bf72-4e14-4a29-838e-38c8e9e580b0,can you order a pizza for me?,pizza-order
pizza-ordering-2,dlg-6bdd57a9-0e3b-4881-9f56-a8d1a4714a3a,"Hello, I was calling to order a pizza. ",pizza-order
pizza-ordering-2,dlg-6bfd5eb1-efa7-4593-bfa9-76cc60065408,I want to order a pizza? ,pizza-order
pizza-ordering-2,dlg-6c22c72c-686d-4641-abc0-f79c9600ff80,"Hi, I want to place an order with Gencarelli's in Wayne, NJ.",pizza-order
pizza-ordering-2,dlg-6c8601ea-5995-4b5a-806a-ff061686332b,"Hey, Assistant, I want to order pizza.",pizza-order
pizza-ordering-2,dlg-6c9d3a7e-cb73-4863-a7b7-c828dbf99ca6,I want to have a pizza ordered from Papa Johns,pizza-order
pizza-ordering-2,dlg-6d317f28-ddaa-4f20-bd95-683b8db36b21,"Hi, can you order me a 12 inch pepperoni pizza with additional spinach and arugula on it?",pizza-order
pizza-ordering-1,dlg-6d420261-2bdc-4c03-a6df-fdf5ec9abac2,Is this Sonny's Pizza ?,pizza-order
pizza-ordering-2,dlg-6d50ac06-a355-4250-8eee-df4c1dbf43a0,"Hi, I need you to order me a pizza for tonight.",pizza-order
pizza-ordering-2,dlg-6d766c63-1ea6-4b1a-bb5b-808ff2f35c90,"Hello, Sam? I'm in the mood for a pizza from somewhere different. Any suggestions?",pizza-order
pizza-ordering-1,dlg-6d8a4a86-d76f-4bf8-a031-1d391b291021,"Hello, I am wanting to buy a pizza from pizza hut",pizza-order
pizza-ordering-2,dlg-6d8d9240-9b6e-45ad-b2e9-6cf24f4e706a,"Hello, I would like to order two large pizzas.",pizza-order
